AGE,RACE,GANG_NAME,FACTION_NAME,BEAT_FIRST_ARREST,FIRST_ARREST
26.0,White Hispanic,Simon City Royals,BRYN MAWR AND SPAULDING,1723.0,2007-11-01
26.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,,2008-03-01
26.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1732.0,2010-07-01
26.0,White,Simon City Royals,,1732.0,2002-03-01
27.0,White,Simon City Royals,IRVING PARK AND BERNARD,2411.0,2007-06-01
27.0,White Hispanic,Simon City Royals,,1732.0,2004-06-01
27.0,White Hispanic,Simon City Royals,,1034.0,2001-04-01
27.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1732.0,2004-09-01
27.0,White Hispanic,Simon City Royals,BRYN MAWR AND SPAULDING,1712.0,2004-11-01
27.0,White Hispanic,Simon City Royals,,2524.0,2013-08-01
27.0,Black,Simon City Royals,,1723.0,2009-11-01
27.0,White Hispanic,Simon City Royals,,2514.0,2014-02-01
27.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1723.0,2008-05-01
27.0,White,Simon City Royals,,1724.0,2006-03-01
27.0,White,Simon City Royals,,1724.0,2006-06-01
27.0,White,Simon City Royals,,1121.0,2009-10-01
28.0,American Indian and Alaska Native,Simon City Royals,IRVING PARK AND BERNARD,1723.0,2003-09-01
28.0,White Hispanic,Simon City Royals,,1732.0,2004-02-01
28.0,White Hispanic,Simon City Royals,,,2008-08-01
28.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,2524.0,2003-05-01
28.0,White Hispanic,Simon City Royals,,1311.0,2008-06-01
28.0,White Hispanic,Simon City Royals,DIVERSEY AND LARAMIE ROYALS,1732.0,2002-10-01
28.0,Black,Simon City Royals,,,2007-03-01
28.0,White,Simon City Royals,,1724.0,2006-08-01
28.0,White Hispanic,Simon City Royals,,2534.0,2003-04-01
28.0,White,Simon City Royals,,,2006-11-01
28.0,White,Simon City Royals,,,2005-12-01
28.0,White Hispanic,Simon City Royals,,,2003-08-01
28.0,White Hispanic,Simon City Royals,,1732.0,2003-01-01
28.0,White Hispanic,Simon City Royals,BRYN MAWR AND SPAULDING,1724.0,2005-02-01
28.0,White,Simon City Royals,,2011.0,2004-01-01
28.0,Black,Simon City Royals,BRYN MAWR AND SPAULDING,1723.0,2002-10-01
28.0,White Hispanic,Simon City Royals,,1732.0,2003-01-01
28.0,White Hispanic,Simon City Royals,,2523.0,2012-01-01
28.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,1712.0,2009-03-01
28.0,White Hispanic,Simon City Royals,BRYN MAWR AND SPAULDING,,2010-04-01
28.0,White,Simon City Royals,,2432.0,2006-09-01
29.0,White,Simon City Royals,,1723.0,2008-10-01
29.0,White,Simon City Royals,,1411.0,1998-10-01
29.0,White,Simon City Royals,,1632.0,2005-06-01
29.0,White,Simon City Royals,IRVING PARK AND BERNARD,2523.0,2006-09-01
29.0,White Hispanic,Simon City Royals,,1722.0,2002-06-01
29.0,White,Simon City Royals,,1931.0,2004-10-01
29.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1732.0,2002-03-01
29.0,White Hispanic,Simon City Royals,BRYN MAWR AND SPAULDING,1923.0,2000-04-01
29.0,White Hispanic,Simon City Royals,,1612.0,2004-10-01
29.0,Black,Simon City Royals,BRYN MAWR AND SPAULDING,1711.0,2005-12-01
29.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1723.0,2003-10-01
29.0,White,Simon City Royals,,1723.0,2006-10-01
29.0,White Hispanic,Simon City Royals,,1732.0,2003-01-01
29.0,Black,Simon City Royals,,1724.0,2000-03-01
29.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,1712.0,2002-06-01
29.0,White,Simon City Royals,,1724.0,2009-04-01
30.0,White Hispanic,Simon City Royals,,2534.0,2000-08-01
30.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,1322.0,2004-04-01
30.0,White,Simon City Royals,,1732.0,2005-06-01
30.0,Black Hispanic,Simon City Royals,LAWNDALE AND AGATITE,2422.0,2004-03-01
30.0,White Hispanic,Simon City Royals,,1723.0,2002-03-01
30.0,White,Simon City Royals,DIVERSEY AND LARAMIE ROYALS,1723.0,2001-10-01
30.0,White,Simon City Royals,,1711.0,2002-04-01
30.0,White Hispanic,Simon City Royals,LAWNDALE AND AGATITE,1732.0,2001-01-01
30.0,White Hispanic,Simon City Royals,BRYN MAWR AND SPAULDING,1723.0,2001-07-01
30.0,White Hispanic,Simon City Royals,,2515.0,2000-05-01
30.0,White,Simon City Royals,,1612.0,2002-12-01
30.0,White Hispanic,Simon City Royals,,1624.0,2005-06-01
30.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,2011.0,2002-01-01
30.0,White Hispanic,Simon City Royals,BRYN MAWR AND SPAULDING,1911.0,2004-04-01
30.0,White,Simon City Royals,,,2004-10-01
30.0,Black Hispanic,Simon City Royals,LAWNDALE AND AGATITE,1111.0,2003-05-01
30.0,White Hispanic,Simon City Royals,,2311.0,2003-07-01
30.0,White,Simon City Royals,IRVING PARK AND BERNARD,1723.0,2002-05-01
30.0,White,Simon City Royals,,,2011-10-01
30.0,White,Simon City Royals,,1711.0,2006-10-01
30.0,White Hispanic,Simon City Royals,,1733.0,2000-03-01
30.0,Black,Simon City Royals,BRYN MAWR AND SPAULDING,1711.0,2005-12-01
31.0,White Hispanic,Simon City Royals,,,2005-07-01
31.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1993-01-01
31.0,White,Simon City Royals,,,2000-08-01
31.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,1912.0,2001-05-01
31.0,Black,Simon City Royals,LAWNDALE AND AGATITE,1733.0,2002-01-01
31.0,Black,Simon City Royals,,1823.0,2004-08-01
31.0,White,Simon City Royals,IRVING PARK AND BERNARD,2512.0,2002-12-01
31.0,White Hispanic,Simon City Royals,,2022.0,1999-08-01
31.0,White,Simon City Royals,,,2007-01-01
31.0,White Hispanic,Simon City Royals,,2011.0,2001-10-01
31.0,White,Simon City Royals,,1511.0,2003-03-01
31.0,White,Simon City Royals,,,2005-01-01
31.0,White,Simon City Royals,IRVING PARK AND BERNARD,124.0,2005-06-01
31.0,Native Hawaiian and Other Pacific Islander,Simon City Royals,BRYN MAWR AND SPAULDING,1712.0,2008-09-01
31.0,White,Simon City Royals,IRVING PARK AND BERNARD,,2004-02-01
31.0,White Hispanic,Simon City Royals,,1434.0,2005-04-01
31.0,White,Simon City Royals,,,2007-07-01
31.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,2011.0,2002-09-01
32.0,White Hispanic,Simon City Royals,,2523.0,2004-01-01
32.0,White Hispanic,Simon City Royals,,1724.0,1999-06-01
32.0,Black,Simon City Royals,DIVERSEY AND LARAMIE ROYALS,1533.0,2007-05-01
32.0,White Hispanic,Simon City Royals,DIVERSEY AND LARAMIE ROYALS,1731.0,2012-03-01
32.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1912.0,1999-11-01
32.0,White Hispanic,Simon City Royals,,,2004-12-01
32.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,,2000-08-01
32.0,Black Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1623.0,2002-08-01
32.0,White,Simon City Royals,,1621.0,2001-09-01
32.0,White Hispanic,Simon City Royals,,,2002-09-01
32.0,White Hispanic,Simon City Royals,,2533.0,2002-09-01
32.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1732.0,1999-07-01
32.0,White Hispanic,Simon City Royals,,2523.0,2002-01-01
32.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,1712.0,2001-07-01
32.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1723.0,1999-02-01
32.0,White,Simon City Royals,,2533.0,2003-04-01
32.0,White,Simon City Royals,LAWNDALE AND AGATITE,2524.0,2009-05-01
32.0,White,Simon City Royals,IRVING PARK AND BERNARD,1723.0,1999-09-01
33.0,White Hispanic,Simon City Royals,,1723.0,2001-05-01
33.0,Black,Simon City Royals,,1712.0,2001-10-01
33.0,White,Simon City Royals,IRVING PARK AND BERNARD,1723.0,1999-02-01
33.0,White Hispanic,Simon City Royals,,2523.0,2004-01-01
33.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1723.0,2008-05-01
33.0,White,Simon City Royals,IRVING PARK AND BERNARD,1711.0,1999-09-01
33.0,Black Hispanic,Simon City Royals,,2533.0,2005-01-01
33.0,White Hispanic,Simon City Royals,,1732.0,2001-03-01
33.0,White,Simon City Royals,,2011.0,2002-07-01
33.0,White Hispanic,Simon City Royals,,,2002-01-01
33.0,White Hispanic,Simon City Royals,NO LOVE MONEY GANG,1723.0,1999-07-01
33.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,2011.0,2003-10-01
33.0,White Hispanic,Simon City Royals,,2524.0,2002-12-01
33.0,White,Simon City Royals,,523.0,2011-03-01
33.0,Black Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1732.0,1999-04-01
34.0,White,Simon City Royals,,1723.0,1999-04-01
34.0,White Hispanic,Simon City Royals,,1731.0,1999-02-01
34.0,White,Simon City Royals,,,2001-02-01
34.0,White Hispanic,Simon City Royals,,1723.0,2003-12-01
34.0,White,Simon City Royals,,,2002-10-01
34.0,White,Simon City Royals,,1723.0,1999-01-01
34.0,Black,Simon City Royals,,1712.0,1998-09-01
34.0,White,Simon City Royals,IRVING PARK AND BERNARD,1723.0,1999-09-01
34.0,White,Simon City Royals,IRVING PARK AND BERNARD,2311.0,1999-05-01
34.0,White,Simon City Royals,,,2001-01-01
34.0,White,Simon City Royals,,,2000-11-01
34.0,White Hispanic,Simon City Royals,,821.0,2001-01-01
34.0,White Hispanic,Simon City Royals,,1723.0,1999-01-01
34.0,White Hispanic,Simon City Royals,,1723.0,1999-07-01
35.0,White Hispanic,Simon City Royals,,,1997-05-01
35.0,White,Simon City Royals,,1923.0,1999-12-01
35.0,White Hispanic,Simon City Royals,,,2000-11-01
35.0,White,Simon City Royals,,,2001-07-01
35.0,White,Simon City Royals,,1623.0,1999-08-01
35.0,White,Simon City Royals,,,2001-03-01
35.0,White Hispanic,Simon City Royals,,113.0,1999-01-01
35.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,1723.0,1998-10-01
35.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1034.0,2002-12-01
36.0,White,Simon City Royals,,1723.0,1998-03-01
36.0,Unknown,Simon City Royals,,1732.0,1998-12-01
36.0,White,Simon City Royals,,1634.0,2008-12-01
36.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,2323.0,2000-04-01
36.0,White,Simon City Royals,,,1989-04-01
36.0,White,Simon City Royals,DIVERSEY AND LARAMIE ROYALS,1723.0,1998-11-01
36.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1723.0,1998-11-01
36.0,White,Simon City Royals,,1723.0,2009-08-01
36.0,Black,Simon City Royals,IRVING PARK AND BERNARD,,1997-12-01
36.0,White,Simon City Royals,,,2007-08-01
36.0,Unknown,Simon City Royals,,,2001-09-01
36.0,White,Simon City Royals,,1711.0,1999-05-01
36.0,White Hispanic,Simon City Royals,,1723.0,1996-10-01
36.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1723.0,1999-11-01
36.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,2332.0,2003-03-01
36.0,White,Simon City Royals,,,1998-08-01
36.0,White Hispanic,Simon City Royals,,1723.0,1999-04-01
37.0,White,Simon City Royals,,1731.0,1997-09-01
37.0,White,Simon City Royals,,1213.0,1997-08-01
37.0,White,Simon City Royals,DIVERSEY AND LARAMIE ROYALS,1713.0,1999-10-01
37.0,Black,Simon City Royals,LAWNDALE AND AGATITE,2413.0,1997-08-01
37.0,White,Simon City Royals,,1932.0,1998-07-01
37.0,White,Simon City Royals,,1723.0,1998-09-01
37.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1624.0,1998-01-01
37.0,White,Simon City Royals,,1621.0,2001-09-01
37.0,White Hispanic,Simon City Royals,,1822.0,1998-02-01
37.0,Black,Simon City Royals,,2423.0,1996-04-01
37.0,White,Simon City Royals,,1722.0,2007-12-01
37.0,Black,Simon City Royals,LAWNDALE AND AGATITE,2322.0,1996-11-01
37.0,White Hispanic,Simon City Royals,,,2005-02-01
37.0,White,Simon City Royals,,1724.0,1998-01-01
37.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1923.0,2010-05-01
38.0,White Hispanic,Simon City Royals,,,1998-04-01
38.0,White,Simon City Royals,,,2005-09-01
38.0,White Hispanic,Simon City Royals,,2423.0,1996-01-01
38.0,Black,Simon City Royals,,2422.0,1996-07-01
38.0,White,Simon City Royals,,1711.0,1996-03-01
38.0,White,Simon City Royals,,,1996-07-01
38.0,White Hispanic,Simon City Royals,,2431.0,1996-08-01
38.0,White,Simon City Royals,,,2002-03-01
38.0,White Hispanic,Simon City Royals,NO LOVE MONEY GANG,2523.0,2009-11-01
38.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1733.0,1996-09-01
38.0,White,Simon City Royals,,1135.0,2001-04-01
38.0,White Hispanic,Simon City Royals,LAWNDALE AND AGATITE,1732.0,1997-01-01
38.0,White,Simon City Royals,,,1998-08-01
38.0,White Hispanic,Simon City Royals,,1912.0,1996-12-01
38.0,White Hispanic,Simon City Royals,,2535.0,1997-07-01
38.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,1724.0,1999-05-01
38.0,White,Simon City Royals,,1623.0,2000-07-01
38.0,White Hispanic,Simon City Royals,,1723.0,2001-09-01
38.0,Black,Simon City Royals,IRVING PARK AND BERNARD,2431.0,1995-03-01
38.0,White Hispanic,Simon City Royals,,2423.0,1996-04-01
38.0,White,Simon City Royals,IRVING PARK AND BERNARD,1712.0,1996-09-01
39.0,White,Simon City Royals,IRVING PARK AND BERNARD,1932.0,1999-12-01
39.0,White Hispanic,Simon City Royals,,2512.0,2000-05-01
39.0,White,Simon City Royals,,1724.0,1995-05-01
39.0,White Hispanic,Simon City Royals,LAWNDALE AND AGATITE,1723.0,1999-02-01
39.0,White,Simon City Royals,,1624.0,1995-10-01
39.0,White,Simon City Royals,,1021.0,1997-11-01
39.0,White,Simon City Royals,,1723.0,1996-05-01
39.0,White,Simon City Royals,,1733.0,1996-09-01
39.0,White,Simon City Royals,,1913.0,1995-08-01
39.0,White,Simon City Royals,,1723.0,1994-12-01
39.0,White Hispanic,Simon City Royals,LAWNDALE AND AGATITE,1911.0,1995-12-01
39.0,White,Simon City Royals,,,1993-05-01
40.0,White,Simon City Royals,,2431.0,1996-08-01
40.0,White,Simon City Royals,,1722.0,1994-01-01
40.0,White,Simon City Royals,,1733.0,1994-06-01
40.0,White,Simon City Royals,,,2014-10-01
40.0,White,Simon City Royals,DIVERSEY AND LARAMIE ROYALS,1122.0,1998-07-01
40.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,2322.0,1994-09-01
40.0,White,Simon City Royals,,,1995-06-01
40.0,Black,Simon City Royals,,1723.0,1994-09-01
40.0,White,Simon City Royals,IRVING PARK AND BERNARD,1732.0,1995-05-01
40.0,Black,Simon City Royals,IRVING PARK AND BERNARD,1723.0,1993-12-01
40.0,White Hispanic,Simon City Royals,,1912.0,1996-11-01
40.0,White,Simon City Royals,,1723.0,1994-12-01
40.0,Black,Simon City Royals,,2313.0,1994-04-01
40.0,Native Hawaiian and Other Pacific Islander,Simon City Royals,,2432.0,1995-03-01
40.0,White,Simon City Royals,,1712.0,1994-10-01
40.0,White Hispanic,Simon City Royals,,2011.0,1994-10-01
41.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,1712.0,1996-08-01
41.0,White Hispanic,Simon City Royals,,1723.0,1993-12-01
41.0,White,Simon City Royals,,2311.0,1995-03-01
41.0,White,Simon City Royals,,2431.0,1996-10-01
41.0,White,Simon City Royals,,,2001-07-01
41.0,Black,Simon City Royals,IRVING PARK AND BERNARD,2312.0,1992-07-01
41.0,White Hispanic,Simon City Royals,LAWNDALE AND AGATITE,1723.0,1994-03-01
41.0,White,Simon City Royals,,1913.0,1993-12-01
41.0,White Hispanic,Simon City Royals,,1723.0,1998-11-01
41.0,White Hispanic,Simon City Royals,,1733.0,1994-02-01
41.0,White,Simon City Royals,,,1992-04-01
41.0,White,Simon City Royals,,1723.0,2010-09-01
42.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1991-12-01
42.0,White Hispanic,Simon City Royals,,,1991-12-01
42.0,White,Simon City Royals,,1723.0,2010-05-01
42.0,White,Simon City Royals,,1113.0,2015-07-01
42.0,White,Simon City Royals,,,1993-03-01
42.0,White,Simon City Royals,,,1992-07-01
42.0,White,Simon City Royals,,,1992-05-01
42.0,White,Simon City Royals,,1723.0,1993-10-01
42.0,White,Simon City Royals,,1034.0,2002-12-01
42.0,White,Simon City Royals,,,1993-06-01
42.0,White Hispanic,Simon City Royals,,,1993-06-01
42.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1993-02-01
42.0,White,Simon City Royals,,,1992-06-01
42.0,White Hispanic,Simon City Royals,,,1991-02-01
42.0,White,Simon City Royals,,,1991-05-01
43.0,White,Simon City Royals,,,1991-04-01
43.0,White,Simon City Royals,,,1990-05-01
43.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,1323.0,1993-11-01
43.0,White Hispanic,Simon City Royals,,,1992-12-01
43.0,White,Simon City Royals,,,1991-06-01
43.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,,1992-12-01
43.0,White Hispanic,Simon City Royals,,,1988-12-01
43.0,White,Simon City Royals,,,1992-12-01
43.0,White Hispanic,Simon City Royals,,,1993-02-01
44.0,,Simon City Royals,,,1990-09-01
44.0,White,Simon City Royals,,,1990-11-01
44.0,White,Simon City Royals,,112.0,1998-04-01
44.0,White,Simon City Royals,,,1990-12-01
44.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,1533.0,2011-06-01
44.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,,1989-03-01
44.0,White,Simon City Royals,,,1991-01-01
44.0,White,Simon City Royals,,2515.0,1990-09-01
44.0,White,Simon City Royals,,2313.0,2006-01-01
44.0,White,Simon City Royals,,,1990-12-01
44.0,White,Simon City Royals,,,2003-03-01
44.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1990-07-01
44.0,White,Simon City Royals,,,1989-12-01
44.0,White,Simon City Royals,,2332.0,2001-08-01
44.0,White Hispanic,Simon City Royals,,,1991-04-01
45.0,White,Simon City Royals,LAWNDALE AND AGATITE,,1989-09-01
45.0,White,Simon City Royals,,,1991-05-01
45.0,White,Simon City Royals,,,1989-08-01
45.0,White Hispanic,Simon City Royals,,,1990-04-01
45.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1990-03-01
45.0,White,Simon City Royals,,,1990-02-01
45.0,White,Simon City Royals,,1923.0,1999-05-01
45.0,White Hispanic,Simon City Royals,IRVING PARK AND BERNARD,,1990-04-01
45.0,White,Simon City Royals,,,1989-09-01
45.0,White,Simon City Royals,,,1990-11-01
45.0,White,Simon City Royals,NO LOVE MONEY GANG,,1990-03-01
46.0,White,Simon City Royals,,1112.0,1998-09-01
46.0,White,Simon City Royals,,1723.0,1988-01-01
46.0,White,Simon City Royals,,2432.0,1988-06-01
46.0,White,Simon City Royals,,334.0,2006-07-01
46.0,White Hispanic,Simon City Royals,LAWNDALE AND AGATITE,,1989-02-01
46.0,White,Simon City Royals,,1622.0,1995-12-01
46.0,White,Simon City Royals,,1723.0,1988-01-01
46.0,White Hispanic,Simon City Royals,,,1989-04-01
46.0,White,Simon City Royals,,,1990-02-01
46.0,White,Simon City Royals,,,1988-11-01
47.0,White Hispanic,Simon City Royals,,1034.0,2002-12-01
47.0,White,Simon City Royals,,,2009-08-01
47.0,White,Simon City Royals,,,1988-06-01
47.0,White,Simon City Royals,,,1991-02-01
47.0,White,Simon City Royals,,,1987-07-01
47.0,White,Simon City Royals,,,1987-10-01
47.0,White,Simon City Royals,,,1988-06-01
47.0,White Hispanic,Simon City Royals,,,1985-11-01
47.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,,1987-10-01
47.0,White,Simon City Royals,,,1987-04-01
47.0,White,Simon City Royals,,,1987-11-01
47.0,White,Simon City Royals,,922.0,1988-04-01
47.0,White,Simon City Royals,,,1988-06-01
47.0,White,Simon City Royals,,2521.0,1988-06-01
47.0,White,Simon City Royals,,1122.0,2003-11-01
48.0,White,Simon City Royals,,,1987-01-01
48.0,White,Simon City Royals,,,1987-09-01
48.0,White,Simon City Royals,,,1989-01-01
48.0,White,Simon City Royals,LAWNDALE AND AGATITE,1624.0,1999-05-01
48.0,White,Simon City Royals,,2433.0,1989-02-01
48.0,White,Simon City Royals,,,1986-04-01
48.0,American Indian and Alaska Native,Simon City Royals,IRVING PARK AND BERNARD,,1986-07-01
49.0,White,Simon City Royals,,,1986-09-01
49.0,White,Simon City Royals,,,1985-06-01
49.0,White,Simon City Royals,,,1986-03-01
49.0,White,Simon City Royals,,,1985-01-01
49.0,White,Simon City Royals,,,1986-05-01
49.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1985-10-01
49.0,White,Simon City Royals,,,1985-03-01
49.0,White,Simon City Royals,,,1986-04-01
50.0,White,Simon City Royals,,,1984-02-01
50.0,White,Simon City Royals,,,1984-11-01
50.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1984-01-01
50.0,White,Simon City Royals,,,1984-06-01
50.0,White,Simon City Royals,,,1984-04-01
50.0,White,Simon City Royals,,,1992-05-01
50.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1984-10-01
50.0,White,Simon City Royals,,,1990-12-01
50.0,White,Simon City Royals,,,1984-01-01
50.0,White,Simon City Royals,,,1984-01-01
50.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1986-05-01
50.0,White,Simon City Royals,,,1984-12-01
51.0,White,Simon City Royals,,,1984-01-01
51.0,White,Simon City Royals,,,1984-04-01
51.0,White,Simon City Royals,,,1985-07-01
51.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,,1984-08-01
51.0,White,Simon City Royals,,,1988-12-01
51.0,White,Simon City Royals,,,1984-07-01
51.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,,1985-09-01
51.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1985-04-01
51.0,White Hispanic,Simon City Royals,,,1984-01-01
51.0,White Hispanic,Simon City Royals,,,1984-06-01
51.0,White,Simon City Royals,,2213.0,1997-01-01
51.0,White,Simon City Royals,,,2002-02-01
51.0,White,Simon City Royals,,,1984-03-01
51.0,White,Simon City Royals,,,1985-07-01
51.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1984-01-01
52.0,White,Simon City Royals,,,1985-04-01
52.0,White,Simon City Royals,,2423.0,1997-07-01
52.0,White,Simon City Royals,,,1987-05-01
52.0,White,Simon City Royals,,,1984-03-01
52.0,American Indian and Alaska Native,Simon City Royals,,,1984-03-01
52.0,White Hispanic,Simon City Royals,,,1985-10-01
52.0,White,Simon City Royals,,,1984-01-01
52.0,White,Simon City Royals,,,1987-01-01
52.0,Black,Simon City Royals,,,1984-10-01
52.0,White,Simon City Royals,,,1990-06-01
52.0,White,Simon City Royals,,815.0,2002-06-01
52.0,White,Simon City Royals,,,1985-05-01
52.0,White,Simon City Royals,,,1984-10-01
53.0,White,Simon City Royals,,,1984-01-01
53.0,White Hispanic,Simon City Royals,,1414.0,1998-02-01
53.0,White,Simon City Royals,,,1984-01-01
53.0,White,Simon City Royals,,,1984-09-01
53.0,White,Simon City Royals,,,1984-01-01
53.0,White,Simon City Royals,,,1985-03-01
53.0,White,Simon City Royals,,,1985-02-01
53.0,White,Simon City Royals,,,1984-10-01
53.0,White,Simon City Royals,,,1984-01-01
54.0,White,Simon City Royals,,,1984-01-01
54.0,White,Simon City Royals,,,1984-07-01
54.0,White,Simon City Royals,,2311.0,1988-10-01
54.0,White,Simon City Royals,,,1984-03-01
54.0,White,Simon City Royals,,,1987-07-01
54.0,White,Simon City Royals,,,1986-04-01
54.0,White,Simon City Royals,,1611.0,1990-03-01
54.0,White,Simon City Royals,,,1984-02-01
54.0,White,Simon City Royals,,,1984-07-01
54.0,White,Simon City Royals,,,1985-04-01
54.0,White,Simon City Royals,,,1984-02-01
54.0,White Hispanic,Simon City Royals,,,1984-01-01
54.0,White,Simon City Royals,,,1985-03-01
54.0,White,Simon City Royals,LAWNDALE AND AGATITE,,1984-10-01
54.0,White,Simon City Royals,,,1984-01-01
54.0,Black,Simon City Royals,,,1986-03-01
54.0,White,Simon City Royals,DIVERSEY AND LARAMIE ROYALS,,1984-12-01
54.0,White Hispanic,Simon City Royals,,,1984-05-01
54.0,White,Simon City Royals,,,1985-05-01
55.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,,1984-01-01
55.0,White,Simon City Royals,,,1992-04-01
55.0,White,Simon City Royals,,,1984-01-01
55.0,White,Simon City Royals,,,1984-03-01
55.0,White,Simon City Royals,,,1984-11-01
56.0,White,Simon City Royals,IRVING PARK AND BERNARD,,1985-06-01
56.0,White,Simon City Royals,,,1984-07-01
56.0,White,Simon City Royals,,,1984-02-01
57.0,White,Simon City Royals,,,1985-07-01
57.0,White,Simon City Royals,,,1985-07-01
58.0,White,Simon City Royals,,1922.0,1988-11-01
59.0,White,Simon City Royals,,1533.0,2005-09-01
60.0,White,Simon City Royals,,1733.0,1994-11-01
60.0,White,Simon City Royals,,2512.0,2008-04-01
61.0,White,Simon City Royals,,,1985-09-01
61.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,,1986-12-01
61.0,White,Simon City Royals,,,1985-03-01
62.0,White,Simon City Royals,,,1992-07-01
63.0,White,Simon City Royals,BRYN MAWR AND SPAULDING,,1984-12-01
65.0,White,Simon City Royals,,2324.0,2007-09-01
35.0,White,Tap Boys (The Arab Posse),,124.0,2000-10-01
36.0,White,Tap Boys (The Arab Posse),,124.0,2000-10-01
37.0,White,Tap Boys (The Arab Posse),,834.0,1997-07-01
37.0,White,Tap Boys (The Arab Posse),,124.0,2000-10-01
45.0,White,Thorndale Jagoffs,,1913.0,1988-08-01
34.0,White,White Supremacist,,2211.0,2001-04-01
35.0,White,White Supremacist,,2234.0,1999-06-01
24.0,White,White Supremacist,,1632.0,2008-04-01
25.0,White,White Supremacist,,1623.0,2008-04-01
25.0,White,White Supremacist,POLISH SKINHEADS,1632.0,2008-04-01
33.0,White,White Supremacist,,1212.0,2009-08-01
34.0,White,White Supremacist,,711.0,2010-03-01
35.0,White,White Supremacist,,1834.0,2002-07-01
37.0,White,White Supremacist,,,2003-03-01
41.0,White,White Supremacist,,1023.0,1997-02-01
41.0,White,White Supremacist,,,1993-07-01
43.0,White,White Supremacist,,,1989-11-01
45.0,White,White Supremacist,,,1989-02-01
45.0,White,White Supremacist,,,2006-12-01
47.0,White,White Supremacist,,1022.0,2010-04-01
47.0,White,White Supremacist,,1624.0,2008-07-01
48.0,White,White Supremacist,,1531.0,1995-03-01
48.0,White,White Supremacist,,,1987-08-01
51.0,White,White Supremacist,,913.0,1993-10-01
51.0,White,White Supremacist,,,1985-02-01
54.0,White,White Supremacist,,,2002-12-01
56.0,White,White Supremacist,,,1989-09-01
58.0,White,White Supremacist,,2312.0,2007-09-01
